№,Code,Browser,CLDR Short Name
1847,U+1F6CE,🛎,bellhop bell
1848,U+1F6AA,🚪,door
1849,U+1F6CF,🛏,bed
1850,U+1F6CB,🛋,couch and lamp
1851,U+1F6BD,🚽,toilet
1852,U+1F6BF,🚿,shower
1853,U+1F6C1,🛁,bathtub
