№,Code,Browser,CLDR Short Name
1556,U+1F983,🦃,turkey
1557,U+1F414,🐔,chicken
1558,U+1F413,🐓,rooster
1559,U+1F423,🐣,hatching chick
1560,U+1F424,🐤,baby chick
1561,U+1F425,🐥,front-facing baby chick
1562,U+1F426,🐦,bird
1563,U+1F427,🐧,penguin
1564,U+1F54A,🕊,dove
1565,U+1F985,🦅,eagle
1566,U+1F986,🦆,duck
1567,U+1F989,🦉,owl
