№,Code,Browser,CLDR Short Name
1589,U+1F40C,🐌,snail
1590,U+1F98B,🦋,butterfly
1591,U+1F41B,🐛,bug
1592,U+1F41C,🐜,ant
1593,U+1F41D,🐝,honeybee
1594,U+1F41E,🐞,lady beetle
1596,U+1F577,🕷,spider
1597,U+1F578,🕸,spider web
1598,U+1F982,🦂,scorpion
