№,Code,Browser,CLDR Short Name
1690,U+1F366,🍦,soft ice cream
1691,U+1F367,🍧,shaved ice
1692,U+1F368,🍨,ice cream
1693,U+1F369,🍩,doughnut
1694,U+1F36A,🍪,cookie
1695,U+1F382,🎂,birthday cake
1696,U+1F370,🍰,shortcake
1698,U+1F36B,🍫,chocolate bar
1699,U+1F36C,🍬,candy
1700,U+1F36D,🍭,lollipop
1701,U+1F36E,🍮,custard
1702,U+1F36F,🍯,honey pot
