№,Code,Browser,CLDR Short Name
2126,U+1F528,🔨,hammer
2127,U+26CF,⛏,pick
2128,U+2692,⚒,hammer and pick
2129,U+1F6E0,🛠,hammer and wrench
2130,U+1F5E1,🗡,dagger
2131,U+2694,⚔,crossed swords
2132,U+1F52B,🔫,pistol
2133,U+1F3F9,🏹,bow and arrow
2134,U+1F6E1,🛡,shield
2135,U+1F527,🔧,wrench
2136,U+1F529,🔩,nut and bolt
2137,U+2699,⚙,gear
2138,U+1F5DC,🗜,clamp
2139,U+2697,⚗,alembic
2140,U+2696,⚖,balance scale
2141,U+1F517,🔗,link
2142,U+26D3,⛓,chains
