№,Code,Browser,CLDR Short Name
71,U+1F637,😷,face with medical mask
72,U+1F912,🤒,face with thermometer
73,U+1F915,🤕,face with head-bandage
74,U+1F922,🤢,nauseated face
76,U+1F927,🤧,sneezing face
