№,Code,Browser,CLDR Short Name
2020,U+1F50B,🔋,battery
2021,U+1F50C,🔌,electric plug
2022,U+1F4BB,💻,laptop computer
2023,U+1F5A5,🖥,desktop computer
2024,U+1F5A8,🖨,printer
2025,U+2328,⌨,keyboard
2026,U+1F5B1,🖱,computer mouse
2027,U+1F5B2,🖲,trackball
2028,U+1F4BD,💽,computer disk
2029,U+1F4BE,💾,floppy disk
2030,U+1F4BF,💿,optical disk
2031,U+1F4C0,📀,dvd
