№,Code,Browser,CLDR Short Name
1577,U+1F433,🐳,spouting whale
1578,U+1F40B,🐋,whale
1579,U+1F42C,🐬,dolphin
1580,U+1F41F,🐟,fish
1581,U+1F420,🐠,tropical fish
1582,U+1F421,🐡,blowfish
1583,U+1F988,🦈,shark
1584,U+1F419,🐙,octopus
1585,U+1F41A,🐚,spiral shell
1586,U+1F980,🦀,crab
1587,U+1F990,🦐,shrimp
1588,U+1F991,🦑,squid
