№,Code,Browser,CLDR Short Name
2357,U+1F3C1,🏁,chequered flag
2358,U+1F6A9,🚩,triangular flag
2359,U+1F38C,🎌,crossed flags
2360,U+1F3F4,🏴,black flag
2361,U+1F3F3,🏳,white flag
2362,U+1F3F3 U+FE0F U+200D U+1F308,🏳️‍🌈,rainbow flag
